date,a
1/1/2014 13:10:38,1.3570000e+000
1/1/2014 13:10:39,1.3350000e+000
1/1/2014 13:10:40,1.3010000e+000
1/1/2014 13:10:41,1.2670000e+000
1/1/2014 13:10:42,1.2200000e+000
1/1/2014 13:10:43,1.1800000e+000
1/1/2014 13:10:44,1.1300000e+000
1/1/2014 13:10:45,1.1060000e+000
1/1/2014 13:10:46,1.0810000e+000
1/1/2014 13:10:47,1.0620000e+000
1/1/2014 13:10:48,1.0400000e+000
1/1/2014 13:10:49,1.0400000e+000
1/1/2014 13:10:50,1.0310000e+000
1/1/2014 13:10:51,1.0310000e+000
1/1/2014 13:10:52,1.0220000e+000
1/1/2014 13:10:53,1.0250000e+000
1/1/2014 13:10:54,1.0120000e+000
1/1/2014 13:10:55,1.0160000e+000
1/1/2014 13:10:56,1.0120000e+000
1/1/2014 13:10:57,1.0160000e+000
1/1/2014 13:10:58,1.0120000e+000
1/1/2014 13:10:59,1.0220000e+000
1/1/2014 13:11:00,1.0310000e+000
1/1/2014 13:11:01,1.0470000e+000
1/1/2014 13:11:02,1.0620000e+000
1/1/2014 13:11:03,1.0560000e+000
1/1/2014 13:11:04,1.0620000e+000
1/1/2014 13:11:05,1.0310000e+000
1/1/2014 13:11:06,1.0160000e+000
1/1/2014 13:11:07,9.9700000e-001
1/1/2014 13:11:08,9.7200000e-001
1/1/2014 13:11:09,9.6600000e-001
1/1/2014 13:11:10,9.8100000e-001
1/1/2014 13:11:11,9.5000000e-001
1/1/2014 13:11:12,9.1600000e-001
1/1/2014 13:11:13,8.4500000e-001
1/1/2014 13:11:14,7.6700000e-001
1/1/2014 13:11:15,7.5500000e-001
1/1/2014 13:11:16,9.0100000e-001
1/1/2014 13:11:17,1.1860000e+000
1/1/2014 13:11:18,1.5280000e+000
1/1/2014 13:11:19,1.8290000e+000
1/1/2014 13:11:20,1.8540000e+000
1/1/2014 13:11:21,1.5370000e+000
1/1/2014 13:11:22,1.2700000e+000
1/1/2014 13:11:23,9.9700000e-001
1/1/2014 13:11:24,9.2500000e-001
1/1/2014 13:11:25,9.2500000e-001
1/1/2014 13:11:26,9.2500000e-001
1/1/2014 13:11:27,9.0700000e-001
1/1/2014 13:11:28,9.0700000e-001
1/1/2014 13:11:29,9.1000000e-001
1/1/2014 13:11:30,9.0700000e-001
1/1/2014 13:11:31,9.1600000e-001
1/1/2014 13:11:32,9.1600000e-001
1/1/2014 13:11:33,9.2200000e-001
1/1/2014 13:11:34,9.1600000e-001
1/1/2014 13:11:35,9.2200000e-001
1/1/2014 13:11:36,9.1000000e-001
1/1/2014 13:11:37,9.0100000e-001
1/1/2014 13:11:38,8.7000000e-001
1/1/2014 13:11:39,8.6000000e-001
1/1/2014 13:11:40,8.2600000e-001
1/1/2014 13:11:41,8.2000000e-001
1/1/2014 13:11:42,8.0400000e-001
1/1/2014 13:11:43,8.2000000e-001
1/1/2014 13:11:44,8.2600000e-001
1/1/2014 13:11:46,8.5100000e-001
1/1/2014 13:11:47,8.7000000e-001
1/1/2014 13:11:48,9.0700000e-001
1/1/2014 13:11:49,9.3500000e-001
1/1/2014 13:11:50,9.6600000e-001
1/1/2014 13:11:51,9.8800000e-001
1/1/2014 13:11:52,1.0060000e+000
1/1/2014 13:11:53,1.0220000e+000
1/1/2014 13:11:54,1.0370000e+000
1/1/2014 13:11:55,1.0400000e+000
1/1/2014 13:11:56,1.0500000e+000
1/1/2014 13:11:57,1.0620000e+000
1/1/2014 13:11:58,1.0620000e+000
1/1/2014 13:11:59,1.0620000e+000
1/1/2014 13:12:00,1.0560000e+000
1/1/2014 13:12:01,1.0620000e+000
1/1/2014 13:12:02,1.0560000e+000
1/1/2014 13:12:03,1.0620000e+000
1/1/2014 13:12:04,1.0500000e+000
1/1/2014 13:12:05,1.0560000e+000
1/1/2014 13:12:06,1.0400000e+000
1/1/2014 13:12:07,1.0500000e+000
1/1/2014 13:12:08,1.0470000e+000
1/1/2014 13:12:09,1.0780000e+000
1/1/2014 13:12:10,1.0810000e+000
1/1/2014 13:12:11,1.0960000e+000
1/1/2014 13:12:12,1.0870000e+000
1/1/2014 13:12:13,1.0810000e+000
1/1/2014 13:12:14,1.0650000e+000
1/1/2014 13:12:15,1.0620000e+000
1/1/2014 13:12:16,1.0370000e+000
1/1/2014 13:12:17,1.0220000e+000
1/1/2014 13:12:18,1.0250000e+000
1/1/2014 13:12:19,1.0220000e+000
1/1/2014 13:12:20,1.0250000e+000
1/1/2014 13:12:21,1.0120000e+000
1/1/2014 13:12:22,1.0220000e+000
1/1/2014 13:12:23,1.0120000e+000
1/1/2014 13:12:24,1.0160000e+000
1/1/2014 13:12:25,1.0120000e+000
1/1/2014 13:12:26,1.0220000e+000
1/1/2014 13:12:27,9.7200000e-001
1/1/2014 13:12:28,9.1000000e-001
1/1/2014 13:12:29,5.7500000e-001
1/1/2014 13:12:30,2.3300000e-001
1/1/2014 13:12:31,-1.8000000e-001
1/1/2014 13:12:32,9.0000000e-003
1/1/2014 13:12:33,5.9000000e-001
1/1/2014 13:12:34,9.8800000e-001
1/1/2014 13:12:35,1.0960000e+000
1/1/2014 13:12:36,1.1550000e+000
1/1/2014 13:12:37,1.1770000e+000
1/1/2014 13:12:38,1.2020000e+000
1/1/2014 13:12:39,1.2110000e+000
1/1/2014 13:12:40,1.2200000e+000
1/1/2014 13:12:41,1.2200000e+000
1/1/2014 13:12:42,1.2330000e+000
1/1/2014 13:12:43,1.2200000e+000
1/1/2014 13:12:44,1.2270000e+000
1/1/2014 13:12:45,1.2360000e+000
1/1/2014 13:12:46,1.2270000e+000
1/1/2014 13:12:47,1.2450000e+000
1/1/2014 13:12:48,1.2520000e+000
1/1/2014 13:12:49,1.2700000e+000
1/1/2014 13:12:50,1.2860000e+000
1/1/2014 13:12:51,1.3170000e+000
1/1/2014 13:12:52,1.3480000e+000
1/1/2014 13:12:53,1.3760000e+000
1/1/2014 13:12:54,1.3820000e+000
1/1/2014 13:12:55,1.3880000e+000
1/1/2014 13:12:56,1.3480000e+000
1/1/2014 13:12:57,1.3320000e+000
1/1/2014 13:12:58,1.2830000e+000
1/1/2014 13:12:59,1.2450000e+000
1/1/2014 13:13:00,1.1930000e+000
1/1/2014 13:13:01,1.1520000e+000
1/1/2014 13:13:02,1.1120000e+000
1/1/2014 13:13:03,1.0960000e+000
1/1/2014 13:13:04,1.0710000e+000
1/1/2014 13:13:05,1.0650000e+000
1/1/2014 13:13:06,1.0500000e+000
1/1/2014 13:13:07,1.0560000e+000
1/1/2014 13:13:08,1.0400000e+000
1/1/2014 13:13:09,1.0370000e+000
1/1/2014 13:13:10,1.0400000e+000
1/1/2014 13:13:11,1.0370000e+000
1/1/2014 13:13:12,1.0310000e+000
1/1/2014 13:13:13,1.0250000e+000
1/1/2014 13:13:14,1.0370000e+000
1/1/2014 13:13:15,1.0220000e+000
1/1/2014 13:13:16,1.0310000e+000
1/1/2014 13:13:17,1.0400000e+000
1/1/2014 13:13:18,1.0620000e+000
1/1/2014 13:13:19,1.0560000e+000
1/1/2014 13:13:20,1.0810000e+000
1/1/2014 13:13:21,1.0620000e+000
1/1/2014 13:13:22,1.0470000e+000
1/1/2014 13:13:23,1.0220000e+000
